file_path,label
Images_panneaux/0/panel_0.png,0
Images_panneaux/0/panel_1.png,0
Images_panneaux/0/panel_10.png,0
Images_panneaux/0/panel_100.png,0
Images_panneaux/0/panel_1000.png,0
Images_panneaux/0/panel_1001.png,0
Images_panneaux/0/panel_1002.png,0
Images_panneaux/0/panel_1003.png,0
Images_panneaux/0/panel_1004.png,0
Images_panneaux/0/panel_1005.png,0
Images_panneaux/0/panel_1006.png,0
Images_panneaux/0/panel_1007.png,0
Images_panneaux/0/panel_1008.png,0
Images_panneaux/0/panel_1009.png,0
Images_panneaux/0/panel_101.png,0
Images_panneaux/0/panel_1010.png,0
Images_panneaux/0/panel_1011.png,0
Images_panneaux/0/panel_1012.png,0
Images_panneaux/0/panel_1013.png,0
Images_panneaux/0/panel_1014.png,0
Images_panneaux/0/panel_1015.png,0
Images_panneaux/0/panel_1016.png,0
Images_panneaux/0/panel_1017.png,0
Images_panneaux/0/panel_1018.png,0
Images_panneaux/0/panel_1019.png,0
Images_panneaux/0/panel_102.png,0
Images_panneaux/0/panel_1020.png,0
Images_panneaux/0/panel_1021.png,0
Images_panneaux/0/panel_1022.png,0
Images_panneaux/0/panel_103.png,0
Images_panneaux/0/panel_104.png,0
Images_panneaux/0/panel_105.png,0
Images_panneaux/0/panel_1059.png,0
Images_panneaux/0/panel_106.png,0
Images_panneaux/0/panel_1060.png,0
Images_panneaux/0/panel_1061.png,0
Images_panneaux/0/panel_1062.png,0
Images_panneaux/0/panel_1063.png,0
Images_panneaux/0/panel_1064.png,0
Images_panneaux/0/panel_1065.png,0
Images_panneaux/0/panel_1066.png,0
Images_panneaux/0/panel_1067.png,0
Images_panneaux/0/panel_1068.png,0
Images_panneaux/0/panel_1069.png,0
Images_panneaux/0/panel_107.png,0
Images_panneaux/0/panel_1070.png,0
Images_panneaux/0/panel_1071.png,0
Images_panneaux/0/panel_1072.png,0
Images_panneaux/0/panel_1073.png,0
Images_panneaux/0/panel_1074.png,0
Images_panneaux/0/panel_1075.png,0
Images_panneaux/0/panel_1079.png,0
Images_panneaux/0/panel_108.png,0
Images_panneaux/0/panel_1080.png,0
Images_panneaux/0/panel_1081.png,0
Images_panneaux/0/panel_1082.png,0
Images_panneaux/0/panel_1083.png,0
Images_panneaux/0/panel_1084.png,0
Images_panneaux/0/panel_1085.png,0
Images_panneaux/0/panel_1086.png,0
Images_panneaux/0/panel_1087.png,0
Images_panneaux/0/panel_1088.png,0
Images_panneaux/0/panel_1089.png,0
Images_panneaux/0/panel_109.png,0
Images_panneaux/0/panel_1090.png,0
Images_panneaux/0/panel_1091.png,0
Images_panneaux/0/panel_1092.png,0
Images_panneaux/0/panel_1093.png,0
Images_panneaux/0/panel_1094.png,0
Images_panneaux/0/panel_1095.png,0
Images_panneaux/0/panel_1096.png,0
Images_panneaux/0/panel_1097.png,0
Images_panneaux/0/panel_1098.png,0
Images_panneaux/0/panel_1099.png,0
Images_panneaux/0/panel_11.png,0
Images_panneaux/0/panel_110.png,0
Images_panneaux/0/panel_1100.png,0
Images_panneaux/0/panel_1101.png,0
Images_panneaux/0/panel_1102.png,0
Images_panneaux/0/panel_1103.png,0
Images_panneaux/0/panel_1104.png,0
Images_panneaux/0/panel_1105.png,0
Images_panneaux/0/panel_1106.png,0
Images_panneaux/0/panel_1107.png,0
Images_panneaux/0/panel_1108.png,0
Images_panneaux/0/panel_1109.png,0
Images_panneaux/0/panel_111.png,0
Images_panneaux/0/panel_1110.png,0
Images_panneaux/0/panel_1111.png,0
Images_panneaux/0/panel_1112.png,0
Images_panneaux/0/panel_1113.png,0
Images_panneaux/0/panel_1114.png,0
Images_panneaux/0/panel_1115.png,0
Images_panneaux/0/panel_1116.png,0
Images_panneaux/0/panel_1117.png,0
Images_panneaux/0/panel_1118.png,0
Images_panneaux/0/panel_1119.png,0
Images_panneaux/0/panel_112.png,0
Images_panneaux/0/panel_1120.png,0
Images_panneaux/0/panel_1121.png,0
Images_panneaux/0/panel_1122.png,0
Images_panneaux/0/panel_1123.png,0
Images_panneaux/0/panel_1124.png,0
Images_panneaux/0/panel_1125.png,0
Images_panneaux/0/panel_1126.png,0
Images_panneaux/0/panel_1127.png,0
Images_panneaux/0/panel_1128.png,0
Images_panneaux/0/panel_1129.png,0
Images_panneaux/0/panel_113.png,0
Images_panneaux/0/panel_1130.png,0
Images_panneaux/0/panel_1131.png,0
Images_panneaux/0/panel_1132.png,0
Images_panneaux/0/panel_1133.png,0
Images_panneaux/0/panel_1134.png,0
Images_panneaux/0/panel_1135.png,0
Images_panneaux/0/panel_1136.png,0
Images_panneaux/0/panel_1137.png,0
Images_panneaux/0/panel_1138.png,0
Images_panneaux/0/panel_1139.png,0
Images_panneaux/0/panel_114.png,0
Images_panneaux/0/panel_1140.png,0
Images_panneaux/0/panel_1141.png,0
Images_panneaux/0/panel_1142.png,0
Images_panneaux/0/panel_1143.png,0
Images_panneaux/0/panel_1144.png,0
Images_panneaux/0/panel_1145.png,0
Images_panneaux/0/panel_1146.png,0
Images_panneaux/0/panel_1147.png,0
Images_panneaux/0/panel_1148.png,0
Images_panneaux/0/panel_1149.png,0
Images_panneaux/0/panel_115.png,0
Images_panneaux/0/panel_1150.png,0
Images_panneaux/0/panel_1151.png,0
Images_panneaux/0/panel_1152.png,0
Images_panneaux/0/panel_1153.png,0
Images_panneaux/0/panel_1154.png,0
Images_panneaux/0/panel_1155.png,0
Images_panneaux/0/panel_1156.png,0
Images_panneaux/0/panel_1157.png,0
Images_panneaux/0/panel_1158.png,0
Images_panneaux/0/panel_1159.png,0
Images_panneaux/0/panel_116.png,0
Images_panneaux/0/panel_1160.png,0
Images_panneaux/0/panel_1161.png,0
Images_panneaux/0/panel_1162.png,0
Images_panneaux/0/panel_1163.png,0
Images_panneaux/0/panel_1164.png,0
Images_panneaux/0/panel_1165.png,0
Images_panneaux/0/panel_1166.png,0
Images_panneaux/0/panel_1167.png,0
Images_panneaux/0/panel_1168.png,0
Images_panneaux/0/panel_1169.png,0
Images_panneaux/0/panel_117.png,0
